main_image_id,image_path,color,model_name,product_type,style,material,fabric_type,pattern,item_shape
61b5ls+OZcL,5e/5e3161f1.jpg,multi-colored,Xiaomi Redmi 8A,CELLULAR_PHONE_CASE,,Plastic,,,
81KA6YspZRL,82/82b18223.jpg,Others,Motorola Moto E 1st Generation,CELLULAR_PHONE_CASE,,,,,
71pQxn+UzkL,0c/0c0d43e2.jpg,Others,Vivo Y21L,CELLULAR_PHONE_CASE,,,,,
71zyQ0zpjOL,ba/ba2bd013.jpg,Multicolor,Vivo Y51L,CELLULAR_PHONE_CASE,,Silicon,,,
71rZXH7+t2L,08/08a09c5d.jpg,Others,Oppo F5,CELLULAR_PHONE_CASE,,,,,
81NUMtry+QL,c5/c5d23997.jpg,Multicolor,Intex Elyt E7,CELLULAR_PHONE_CASE,,Silicone,,,
71AQS1YlRXL,55/55fa2a39.jpg,Multicolor,Apple iPhone 7 (Logo Cut),CELLULAR_PHONE_CASE,,Silicon,,,
61TYJJD3cdL,95/9500213e.jpg,multi-colored,Samsung Galaxy M21 / M30s,CELLULAR_PHONE_CASE,,Plastic,,,
71VTEuxTcgL,f7/f73585f7.jpg,multi-colored,Xiaomi Redmi 8A,CELLULAR_PHONE_CASE,,Plastic,,,
610aEPXTeuL,a8/a8dfe4ee.jpg,multi-colored,Xiaomi Redmi 6A,CELLULAR_PHONE_CASE,,,,,
81Rj94w42nL,e1/e10d396b.jpg,Multicolor,Lava A72,CELLULAR_PHONE_CASE,,Silicon,,,
619tdCUh0TL,cc/ccfccef9.jpg,multi-colored,Samsung Galaxy J7 Prime,CELLULAR_PHONE_CASE,,Plastic,,,
71bQ6wJ9KYL,8a/8a9a8613.jpg,Others,Micromax Canvas Spark Q380,CELLULAR_PHONE_CASE,,Canvas,,,
6128i+3KKsL,11/11255a23.jpg,multi-colored,Motorola Moto G2,CELLULAR_PHONE_CASE,,Plastic,,,
71rTqoHJJ4L,ad/adda9c27.jpg,Others,Vivo Y69,CELLULAR_PHONE_CASE,,,,,
71L5uuUtEJL,12/12da2dac.jpg,Others,Samsung Galaxy S7 Edge,CELLULAR_PHONE_CASE,,,,,
71IRCY3WJnL,2f/2f0760f5.jpg,Multicolor,Tecno Camon I Air 2 Plus,CELLULAR_PHONE_CASE,,Silicon,,,
71b72I-LfRL,0e/0e7cfbf5.jpg,Others,Oppo F3,CELLULAR_PHONE_CASE,,,,,
61-Ai2aNApL,a9/a9d683b6.jpg,multi-colored,Huawei Nova 3i,CELLULAR_PHONE_CASE,,,,,
81I1kZFLsuL,7a/7a5a3bf4.jpg,Multicolor,Motorola Moto C Plus,CELLULAR_PHONE_CASE,,Silicon,,,
61cCnqjsv1L,ed/eddfccc1.jpg,Others,Huawei Mate 9,CELLULAR_PHONE_CASE,,,,,
71fT3-rkCbL,06/06b97196.jpg,Others,LG Q7,CELLULAR_PHONE_CASE,,,,,
71RNkBgB-QL,82/8209fe14.jpg,Others,Apple iPhone X (Logo Cut),CELLULAR_PHONE_CASE,,,,,
81ha7ww3IcL,d0/d0b8b871.jpg,Others,Apple iPhone 7 (With Logo Cut),CELLULAR_PHONE_CASE,,,,,
71kmBkZxTEL,db/dbf6c314.jpg,Others,Apple iPhone 8 Plus (With Logo Cut),CELLULAR_PHONE_CASE,,,,,
614tiHsjyKL,ce/ce02190a.jpg,Others,Samsung Galaxy J4 Plus,CELLULAR_PHONE_CASE,,,,,
71xFFIPRAcL,be/be65169f.jpg,multi-colored,OPPO A9 (2020),CELLULAR_PHONE_CASE,,Plastic,,,
81zbAOiIrLL,f1/f14c58a0.jpg,Multicolor,Oppo F1S,CELLULAR_PHONE_CASE,,Silicon,,,
81ZFL2l-VVL,c9/c9a3d7de.jpg,Multicolor,Vivo Y91i,CELLULAR_PHONE_CASE,,Silicone,,,
61M-MGj5XAL,13/13af5fc6.jpg,Others,Samsung Galaxy J4 Plus,CELLULAR_PHONE_CASE,,,,,
81zwFCM-rCL,b2/b2cc91dc.jpg,Others,Nokia 2.1,CELLULAR_PHONE_CASE,,,,,
71trcY2OumL,c0/c0a45216.jpg,Multicolor,Samsung Galaxy M21,CELLULAR_PHONE_CASE,Pattern,Plastic,,,
71tyt5FZUhL,fd/fd4f803d.jpg,Multicolor,Tecno Camon 12 Air,CELLULAR_PHONE_CASE,,Silicon,,,
81t10nDfdyL,2b/2bafd744.jpg,Others,Apple iPhone 7 Plus (Logo Cut),CELLULAR_PHONE_CASE,,,,,
71VBj6p999L,b0/b01cd943.jpg,Multicolor,Spice V801,CELLULAR_PHONE_CASE,,Silicon,,,
81E8lLyb5OL,85/85e4e251.jpg,Others,Vivo Y31,CELLULAR_PHONE_CASE,,,,,
81iNQeay96L,cc/cc78192f.jpg,Others,Sony Xperia L2,CELLULAR_PHONE_CASE,,,,,
71xrs9-SAWL,a4/a4dd9863.jpg,Multicolor,Lava Z60,CELLULAR_PHONE_CASE,,Silicon,,,
61WJBFdXSZL,cd/cdc3e5f3.jpg,Multicolor,Micromax Yu Yunique 2,CELLULAR_PHONE_CASE,,Silicone,,,
71BvLdcZ0GL,27/27904b54.jpg,Others,Xiaomi Redmi Note 3,CELLULAR_PHONE_CASE,,,,,
719B+dQz4qL,7a/7accfdcc.jpg,Multicolor,Samsung Galaxy M21,CELLULAR_PHONE_CASE,,Plastic,,,
81kTfLenzJL,c7/c7ec414a.jpg,Multicolor,Oppo F3 Plus,CELLULAR_PHONE_CASE,Pattern,Silicone,,,
61XLydJwNML,0f/0f9831df.jpg,multi-colored,Poco X2,CELLULAR_PHONE_CASE,,,,,
81Xi+NjyrRL,22/22729b14.jpg,Others,Micromax Canvas Nitro 2 E311,CELLULAR_PHONE_CASE,,Canvas,,,
81mF5iijC7L,89/89cccb80.jpg,Others,Micromax Canvas Sliver 5 Q450,CELLULAR_PHONE_CASE,,,,,
71c0PI-UIOL,ae/ae0dffd3.jpg,Others,Xiaomi Mi Max,CELLULAR_PHONE_CASE,,,,,
81IWkgtCzhL,7e/7eb39380.jpg,Multicolor,Vivo Y11,CELLULAR_PHONE_CASE,,Silicon,,,
7123uRdZ+0L,3a/3a76788d.jpg,Multicolor,Motorola Moto G5S Plus,CELLULAR_PHONE_CASE,,Silicon,,,
61OGkJUM4zL,d9/d9db69e1.jpg,multi-colored,Samsung Galaxy J6 2018 / Samsung Galaxy On6,CELLULAR_PHONE_CASE,,,,,
61BTJB0FDvL,9b/9b558663.jpg,multi-colored,Xiaomi Redmi 6A,CELLULAR_PHONE_CASE,,,,,
71uPlsEVORL,e1/e1ec110a.jpg,Others,Asus Zenfone Selfie ZD551KL,CELLULAR_PHONE_CASE,,,,,
71NYctimYJL,64/64876ec5.jpg,Others,Huawei G8,CELLULAR_PHONE_CASE,,,,,
71T9Ew+8qLL,b8/b8e36279.jpg,Others,Asus Zenfone Max M1 ZB555KL,CELLULAR_PHONE_CASE,,,,,
81r4Ammz0bL,a1/a1f81cc7.jpg,Others,Samsung Galaxy J4 Plus,CELLULAR_PHONE_CASE,,,,,
713DpMEXdVL,d8/d87c6beb.jpg,Multicolor,Sony Xperia XA1 Plus,CELLULAR_PHONE_CASE,Quotes,Silicon,,,
71PZGmXxMfL,d5/d5f05967.jpg,Others,Samsung Galaxy S4 GT i9500,CELLULAR_PHONE_CASE,,,,,
514gufL5T9L,7d/7d504f36.jpg,multi-colored,OPPO F15,CELLULAR_PHONE_CASE,,,,,
715udqSmzmL,a6/a65147d9.jpg,Multicolor,Gionee F9 Plus,CELLULAR_PHONE_CASE,,Silicon,,,
81addWMAxXL,de/de1fb1bd.jpg,Others,Asus Zenfone 3 Max ZC553KL,CELLULAR_PHONE_CASE,,,,,
61CP7YjhpaL,b4/b4be2541.jpg,multi-colored,Samsung Galaxy A20s,CELLULAR_PHONE_CASE,,Plastic,,,
51fcwviercL,28/282e0a3b.jpg,multi-colored,Motorola Moto E6s / Motorola Moto E6 Plus,CELLULAR_PHONE_CASE,,,,,
810itt7Eg-L,0e/0e655e13.jpg,Others,Sony Xperia M2,CELLULAR_PHONE_CASE,,,,,
71aPk74Y2zL,df/dfea5ba2.jpg,Others,Samsung Galaxy J7 Duo,CELLULAR_PHONE_CASE,,,,,
617oHyxHshL,15/1543cc4f.jpg,multi-colored,Samsung Galaxy Note 9,CELLULAR_PHONE_CASE,,,,,
81atQnudN1L,89/897e8219.jpg,Others,Vivo Y51L,CELLULAR_PHONE_CASE,,,,,
